no_of_dependents,education,employment_type,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
0,Graduate,1,315518,50000,360,756,524188,1
0,Graduate,1,2649415,80156,240,752,3455247,1
1,Graduate,1,802952,1118823,240,681,1297194,1
1,Graduate,1,413083,1181201,120,661,174163,1
2,Graduate,1,239750,257236,36,786,423062,1
2,Graduate,1,259886,555530,12,736,687637,0
0,Not Graduate,1,541268,517499,360,704,804117,1
2,Graduate,1,3402779,640142,120,603,6345275,0
0,Graduate,1,456923,372501,12,875,908392,1
2,Not Graduate,0,372,1221229,60,702,37298,0
2,Graduate,1,656966,1633294,12,850,902646,0
1,Not Graduate,1,283531,206981,60,659,205390,1
2,Graduate,1,499534,163673,12,674,802991,1
0,Graduate,1,261766,243746,60,663,565246,1
1,Graduate,0,56778,567342,240,722,280712,0
2,Graduate,1,359116,771144,360,706,782321,1
1,Graduate,1,159047,1188794,120,765,772942,0
0,Graduate,1,2446666,1427480,240,689,3154172,1
1,Graduate,1,863555,776419,36,739,1907848,1
2,Graduate,1,421248,679825,120,753,1216856,1
0,Graduate,1,871007,2810563,240,585,1621441,0
0,Graduate,1,373852,543073,12,614,508746,0
2,Graduate,0,111964,974857,120,602,198479,0
2,Graduate,1,5000000,744341,12,765,2203881,1
0,Graduate,0,162935,454436,240,804,778521,1
0,Graduate,1,455335,457445,120,668,214079,1
0,Graduate,1,155261,2026775,240,756,417389,0
0,Graduate,1,220726,493742,36,668,141072,0
1,Graduate,1,2740342,379773,240,765,5896258,1
2,Graduate,1,2425506,258575,360,900,3854982,1
1,Graduate,1,1332506,824502,36,842,860540,1
1,Graduate,1,298922,323793,240,824,882417,1
0,Graduate,1,2441148,752980,120,862,5514060,1
2,Graduate,1,1045312,645463,12,754,921690,1
1,Graduate,1,1231741,352431,120,805,3017632,1
3,Graduate,0,26296,133842,240,666,213757,1
1,Not Graduate,1,218471,193063,360,771,841317,1
0,Not Graduate,1,279699,225963,240,630,421428,0
1,Graduate,1,484961,197989,240,840,602788,0
0,Graduate,1,1220671,851936,60,633,1675733,0
1,Graduate,1,241748,4543350,36,702,769540,0
0,Not Graduate,1,633948,324165,12,676,1318798,1
0,Graduate,1,633308,367958,36,716,1131329,1
2,Not Graduate,1,1375312,301166,240,752,1112110,1
0,Graduate,1,1251354,1274005,240,569,1870350,0
2,Graduate,1,325077,827659,36,709,671502,0
0,Graduate,1,2320629,531454,36,822,5475102,1
1,Graduate,1,287623,160634,360,707,724908,0
1,Graduate,0,181746,205302,36,775,458928,1
1,Graduate,1,469716,643896,60,547,754343,0
0,Graduate,0,63890,675553,36,629,147206,0
0,Not Graduate,1,873960,531729,240,851,811481,1
0,Graduate,1,854409,1050657,12,644,2526437,0
0,Graduate,1,1251182,159121,120,668,2763454,1
1,Graduate,0,65986,732039,360,689,221808,0
3,Graduate,1,1365347,692446,36,678,2995392,1
2,Graduate,1,1057793,207328,36,453,1782029,0
2,Graduate,1,265252,295109,36,773,398253,1
2,Graduate,0,69228,1080710,360,745,646989,0
1,Graduate,1,464586,173062,12,783,1123671,1
0,Graduate,1,300315,6348766,36,733,314429,0
3,Graduate,1,578461,942000,36,656,1536376,1
1,Not Graduate,1,844574,510253,360,743,737170,1
1,Graduate,1,890679,419931,36,656,2134073,1
0,Graduate,1,1697759,1188498,12,746,1700862,1
1,Graduate,1,2075779,358129,120,806,2701220,1
1,Not Graduate,1,954578,373130,360,794,2243579,1
2,Graduate,1,1103155,2309607,360,688,3135375,1
1,Graduate,1,787207,337203,240,598,523103,0
0,Graduate,1,1347525,619136,12,736,447038,0
3,Graduate,1,1076892,252656,36,716,2582360,1
0,Not Graduate,1,698303,700143,60,654,1776720,1
1,Graduate,1,4079912,965705,12,803,6650816,1
0,Not Graduate,1,471207,2907765,36,727,295660,0
2,Graduate,1,2335100,211641,360,772,1462487,1
3,Graduate,1,246857,127023,36,502,584608,0
0,Not Graduate,1,1398475,413829,240,515,954540,0
2,Graduate,1,2301921,291526,12,765,2570970,1
0,Graduate,1,158613,532082,12,766,548512,0
3,Graduate,1,815176,910717,360,632,492811,0
2,Graduate,1,1292813,5204442,240,807,1163241,1
2,Graduate,1,892311,344040,360,811,1065914,1
0,Not Graduate,1,987098,59254,60,702,774204,0
3,Not Graduate,1,813400,425927,60,785,1667162,1
2,Graduate,0,179754,767219,120,774,470640,0
0,Graduate,0,189916,204918,120,808,945607,1
2,Graduate,1,487560,682612,240,725,718940,1
0,Graduate,1,1032330,620004,360,750,2629875,1
2,Graduate,1,434750,700711,12,758,956270,1
0,Graduate,0,120071,1192213,36,647,545040,0
2,Graduate,1,348150,497479,60,599,720745,0
1,Graduate,1,229100,934285,360,645,1043080,0
0,Graduate,1,1746726,89414,12,778,1939613,1
0,Graduate,1,448877,206410,360,663,655037,1
0,Not Graduate,1,483461,384026,120,572,1159336,0
1,Graduate,1,311307,197772,60,499,828233,0
0,Graduate,0,53970,543940,36,709,479328,0
1,Graduate,1,411199,383178,360,797,1216369,1
0,Graduate,1,1613447,342787,120,647,3112210,0
0,Graduate,1,928783,1307731,36,697,263670,0
2,Graduate,1,461639,587611,120,649,1077953,0
0,Not Graduate,1,1440047,182825,36,675,2053276,1
3,Graduate,1,734064,295574,360,670,1690913,1
2,Graduate,0,199271,1147642,60,626,609928,0
1,Graduate,1,226362,659811,360,813,589347,1
1,Not Graduate,1,689092,1786805,240,752,1148124,1
2,Not Graduate,0,42580,1259929,36,609,429213,0
0,Not Graduate,0,90665,366199,60,654,488206,1
0,Graduate,1,399706,2270495,12,682,948148,0
0,Not Graduate,1,4513064,2465278,12,715,5646854,1
2,Graduate,1,1138810,90633,120,728,907111,1
0,Graduate,1,216310,557813,360,677,113827,1
1,Not Graduate,0,26921,311813,360,693,250752,0
4,Not Graduate,1,2273427,416451,240,732,1993168,1
2,Graduate,1,1972048,238911,120,666,1623897,1
1,Graduate,1,740051,210781,360,817,540895,1
0,Graduate,1,822360,1330643,360,791,1091129,1
2,Graduate,1,287308,168036,36,692,902746,1
1,Graduate,0,179254,593240,240,810,695988,0
0,Not Graduate,1,330971,140205,36,748,447645,1
0,Graduate,0,168184,1923016,360,743,710633,0
3,Not Graduate,1,2151409,556840,60,832,3684121,1
1,Not Graduate,1,758065,1138579,240,782,1010312,1
2,Graduate,1,1581823,656780,12,795,4004263,1
2,Not Graduate,1,3198241,419473,60,608,6641449,0
1,Graduate,1,903810,578602,60,704,1709788,1
1,Graduate,1,633971,2439572,36,646,496531,0
1,Graduate,1,691430,220262,120,590,1144236,0
0,Graduate,1,402564,50000,360,568,1163010,0
1,Not Graduate,1,395352,246011,36,770,525785,1
2,Not Graduate,1,1039162,161282,60,726,483988,1
1,Graduate,1,639754,1422625,240,585,1387427,0
2,Not Graduate,1,947948,453282,12,707,2220805,1
1,Graduate,1,221471,1236074,60,664,906454,0
1,Not Graduate,1,677323,557875,120,620,566481,0
1,Graduate,1,1662934,545073,360,770,4118002,1
1,Graduate,1,298003,636630,120,687,526946,1
2,Graduate,1,739124,2373851,360,789,1787582,1
0,Graduate,1,165431,651171,360,662,155426,1
1,Graduate,1,256691,1638300,240,512,752070,0
0,Not Graduate,0,31363,1536724,120,716,264126,0
0,Graduate,1,569533,458955,240,735,567987,1
1,Not Graduate,1,3133491,501854,120,695,4109554,1
1,Graduate,0,178167,370347,36,730,433873,0
3,Graduate,0,68219,1949682,360,667,607991,0
1,Graduate,1,308295,210857,12,691,1071402,1
2,Graduate,1,536014,262238,360,714,952299,1
1,Graduate,0,186017,409935,12,782,411313,1
1,Graduate,1,311030,171415,60,693,630300,1
0,Graduate,1,1240610,299151,60,642,2316428,0
0,Graduate,1,1456595,1682962,36,665,3392183,1
0,Not Graduate,1,1003645,1036547,360,698,621084,1
1,Graduate,0,177905,354782,36,598,128599,0
0,Graduate,1,950348,1206011,12,627,1794160,0
0,Graduate,1,157922,4333595,60,704,331191,0
0,Not Graduate,1,2102015,739043,60,854,2369240,1
3,Not Graduate,1,258197,2236358,360,774,792498,0
0,Graduate,1,297637,1266273,12,699,849600,0
1,Graduate,0,85542,402545,240,627,504602,0
0,Graduate,1,858831,658222,36,586,1103740,0
1,Graduate,1,688176,914636,60,800,458430,1
0,Graduate,1,300107,256537,12,776,626259,1
0,Not Graduate,1,1806096,50000,36,757,2734826,1
1,Graduate,1,189328,234667,360,690,414852,1
0,Graduate,1,222656,62433,12,642,702755,0
0,Not Graduate,1,669585,254879,360,602,641656,0
0,Graduate,1,265299,97983,240,724,602039,1
0,Graduate,1,1939809,1302907,360,591,931041,0
0,Graduate,1,284198,165611,120,740,657484,1
0,Graduate,1,2534790,931087,60,708,1004353,1
2,Not Graduate,1,1669605,1163103,360,706,3666958,1
1,Graduate,1,1959195,1089804,360,703,4173774,1
1,Graduate,1,3300830,83421,36,717,6162690,1
0,Graduate,1,778389,1660525,12,815,2086754,1
3,Not Graduate,1,324363,822692,12,708,813400,0
0,Graduate,1,671717,1207745,36,697,292133,0
0,Graduate,1,463549,3368157,60,714,1387614,1
1,Not Graduate,1,413596,1195807,360,679,816118,1
0,Graduate,0,139219,165602,60,608,270349,0
0,Graduate,1,568431,1038495,360,755,747907,1
1,Graduate,1,399605,120136,12,547,482100,0
2,Graduate,1,599396,507389,60,679,1569113,1
1,Graduate,1,1131644,326691,360,654,1180864,1
2,Graduate,1,1567721,545877,120,584,2297408,0
4,Graduate,0,87106,119426,240,805,461702,1
0,Graduate,1,572311,134003,240,690,1447321,1
0,Graduate,1,651430,344775,120,745,1102172,1
0,Graduate,1,283221,432560,60,754,541319,1
1,Graduate,1,662804,352993,360,707,459752,1
1,Not Graduate,1,821096,2304680,12,844,1749316,0
3,Graduate,1,1104681,825415,60,747,2644307,1
2,Not Graduate,0,65893,803065,36,740,493066,0
1,Graduate,1,360497,368681,36,790,687590,1
0,Graduate,1,3647760,134345,60,709,2610939,1
2,Graduate,1,1415936,538142,120,703,2010237,1
3,Not Graduate,1,1135036,3292869,36,781,417204,0
2,Not Graduate,1,1629632,676291,360,674,4086960,1
0,Graduate,1,887077,1644903,240,664,1933719,1
1,Not Graduate,1,2041184,1866155,12,619,1156576,0
0,Graduate,0,37943,945568,120,639,158099,0
0,Graduate,1,730436,673520,36,720,1788846,1
0,Not Graduate,1,1212485,201243,12,878,3113130,1
1,Not Graduate,1,2574294,438692,360,646,1861913,0
1,Not Graduate,1,2445203,376662,240,722,5408001,1
0,Graduate,0,83063,751627,36,745,237690,0
0,Graduate,0,83407,131391,36,653,366569,1
1,Graduate,0,182095,315751,12,759,135382,0
0,Graduate,1,1604779,809373,12,612,3219456,0
0,Not Graduate,0,70745,267770,60,627,456092,0
1,Graduate,0,143787,216293,36,695,612261,1
2,Graduate,1,2093711,244895,240,610,2818507,0
0,Graduate,1,959719,411510,12,587,580162,0
0,Graduate,1,1227813,50000,120,556,2228508,0
0,Graduate,1,2203504,256232,36,675,353825,1
3,Graduate,1,1325963,1401078,120,892,1301352,1
1,Not Graduate,1,1517836,747043,36,800,1230232,1
1,Graduate,1,534167,822446,12,557,1648290,0
0,Not Graduate,1,2418478,86882,60,605,4956343,0
1,Graduate,1,1272570,357110,36,671,1327090,1
0,Graduate,1,806817,481239,360,723,989491,1
1,Graduate,1,1760061,859719,12,719,2506386,1
3,Not Graduate,0,75015,1641064,12,689,311088,0
1,Graduate,0,174665,1403845,12,672,635135,0
2,Graduate,0,108799,300927,120,576,410866,0
2,Graduate,1,5000000,307896,12,636,6053757,0
0,Graduate,1,1026182,2217777,120,650,1054408,1
3,Not Graduate,1,849748,376973,240,536,1079723,0
0,Not Graduate,1,665099,183029,360,630,1672185,0
1,Graduate,0,107765,439269,360,821,419765,0
0,Graduate,1,5000000,2083083,360,683,7171942,1
0,Not Graduate,1,428415,218628,60,737,768125,1
1,Graduate,1,675020,351906,360,849,1092125,1
0,Graduate,0,137575,227860,12,836,473793,1
1,Graduate,1,1310988,1406189,240,610,3460255,0
1,Graduate,1,1939449,720610,12,736,2958047,1
0,Graduate,1,2667750,1363929,240,782,1424556,1
0,Not Graduate,1,1346978,2584438,360,643,3102375,0
1,Graduate,1,5000000,119121,12,748,10066315,1
0,Graduate,0,156299,252925,60,701,333973,1
2,Not Graduate,1,374133,350276,12,752,793259,1
1,Graduate,1,2363077,578872,120,729,2456649,1
2,Graduate,0,155059,896180,12,791,368789,0
1,Graduate,1,242619,330560,36,637,717468,0
1,Graduate,0,164592,270508,120,730,478455,1
1,Not Graduate,0,125035,1406562,240,851,122312,0
0,Not Graduate,1,434956,932941,360,756,446610,1
0,Graduate,1,323926,741093,360,774,489695,1
2,Graduate,1,617785,63211,12,616,1400616,0
1,Graduate,0,160990,1806092,360,541,391260,0
2,Not Graduate,0,96588,649507,360,701,451438,0
2,Graduate,1,154038,459558,360,804,759841,1
2,Graduate,1,784137,238152,12,678,347531,1
3,Graduate,1,1105278,286956,12,681,2603878,1
1,Graduate,0,127890,221701,36,638,425813,0
0,Graduate,1,1749041,73308,60,661,3610167,1
1,Graduate,1,243665,238584,60,686,674853,1
0,Not Graduate,1,416286,109202,120,799,893127,1
1,Graduate,1,560156,508658,120,827,393406,1
2,Not Graduate,0,154484,170969,36,649,467508,0
1,Graduate,1,868745,1121226,360,599,621526,1
0,Graduate,1,4051885,102301,36,657,5087346,1
0,Not Graduate,1,382839,1784671,36,708,408292,0
1,Graduate,1,238949,1247453,240,745,220352,1
0,Not Graduate,1,3051888,186048,360,626,4889656,0
2,Not Graduate,1,232190,491753,360,900,671018,1
0,Graduate,1,1259783,229951,36,679,2519260,1
0,Graduate,0,101348,963761,36,717,201844,0
0,Graduate,1,139322,3268549,36,746,614903,0
1,Graduate,0,66158,1760421,36,618,211333,0
1,Graduate,1,1497937,271650,360,802,390901,1
0,Graduate,1,274466,605999,60,857,623638,0
0,Graduate,1,1156461,2476265,12,637,522536,0
1,Graduate,1,1342831,912798,12,779,350663,0
0,Graduate,1,263721,1483793,60,678,994554,0
1,Not Graduate,1,607915,1036363,36,668,1297910,1
1,Graduate,1,2575772,583184,360,699,4350502,1
0,Graduate,1,1227480,504102,240,709,2612287,1
0,Graduate,1,591730,160989,240,740,1697820,1
4,Not Graduate,1,1016866,251245,120,773,1142668,1
1,Not Graduate,1,421590,219299,12,686,573340,1
1,Graduate,1,1777923,380276,120,706,2218984,1
0,Not Graduate,1,1777303,596925,36,828,972635,1
1,Graduate,0,148096,485078,120,635,222362,0
0,Not Graduate,1,877265,670556,36,746,1220038,1
1,Graduate,0,166498,1049931,120,612,532101,0
3,Graduate,1,247303,356615,60,770,711444,1
0,Graduate,0,77178,1130303,360,696,345749,0
0,Graduate,1,680156,1686501,36,675,1642851,0
0,Not Graduate,1,1706750,818434,240,586,580282,0
0,Graduate,1,1525666,313474,36,720,2765550,1
0,Not Graduate,1,845654,1392592,240,706,1845519,1
0,Graduate,0,94415,875585,360,756,490430,0
2,Graduate,1,342905,1003319,240,623,978085,0
1,Graduate,1,1726953,2508439,120,828,782999,1
0,Graduate,1,387572,1098485,12,658,962827,0
3,Not Graduate,1,1966479,2608461,12,629,1916761,0
0,Graduate,1,721669,465795,12,773,2212347,1
3,Graduate,1,147468,351010,240,669,834224,1
0,Graduate,1,1308151,1704750,12,844,453247,0
2,Graduate,1,1393928,201642,36,586,1880899,0
1,Not Graduate,1,506224,3571189,36,695,519953,0
2,Graduate,1,541984,1986544,360,827,1631352,1
4,Not Graduate,1,642012,589844,36,717,1640528,1
0,Graduate,1,156354,1796361,360,634,764495,0
3,Graduate,1,109997,1047936,240,715,215401,0
0,Not Graduate,0,175586,148741,240,703,610004,1
0,Graduate,1,377281,238878,12,802,1021416,1
0,Graduate,0,25093,719093,360,858,200495,0
1,Graduate,1,2183241,633834,120,691,885467,1
0,Graduate,0,116320,1998941,240,688,245370,0
1,Not Graduate,1,433549,730918,60,674,892978,0
1,Graduate,1,201446,151946,36,731,225436,1
2,Not Graduate,1,305741,313223,36,755,653893,1
2,Graduate,1,510341,1136045,12,737,1003212,0
1,Graduate,0,105169,87324,120,596,326108,0
0,Graduate,1,498649,131747,36,619,1223150,1
0,Graduate,1,620733,372259,240,820,1321413,1
0,Not Graduate,1,258968,1365068,120,600,701194,0
0,Graduate,0,181482,435065,36,669,620938,1
0,Graduate,1,611408,856776,12,870,280464,0
0,Not Graduate,1,969978,542973,12,719,2505828,1
3,Not Graduate,1,357661,469370,12,719,1064372,1
1,Graduate,1,921540,281029,240,673,1672148,1
0,Not Graduate,0,141229,1251465,12,745,57278,0
1,Graduate,1,757295,154157,60,792,456300,1
0,Graduate,1,432954,427770,240,744,1111412,1
1,Graduate,1,251022,1699983,60,691,588476,0
1,Graduate,0,26381,251639,12,680,377858,1
1,Graduate,1,1207719,113966,120,707,935621,1
1,Graduate,0,186220,65066,240,744,257535,1
4,Graduate,1,682212,1052074,60,528,875304,0
2,Not Graduate,1,639716,1125362,240,746,1384488,1
1,Not Graduate,1,1080060,382992,60,783,2867314,1
1,Not Graduate,1,168089,151595,360,689,493175,1
1,Graduate,0,153957,466915,240,652,259300,0
0,Graduate,1,385300,1755201,36,634,574058,0
0,Graduate,1,507040,151858,60,542,1132679,0
0,Graduate,0,185337,1556848,60,710,241162,0
1,Graduate,1,951928,99187,240,733,2093707,1
1,Graduate,1,778526,173341,120,779,2012718,1
0,Graduate,1,2222830,602761,36,900,960673,1
3,Graduate,1,5000000,1393950,60,717,9630346,1
3,Graduate,0,62486,2354037,12,800,494300,0
2,Graduate,1,820643,1456805,12,572,484415,0
1,Graduate,1,819476,2551686,360,670,1013608,1
2,Graduate,1,721178,648268,240,795,1061584,1
0,Graduate,1,306244,290225,120,722,885976,1
2,Graduate,1,350193,1765750,36,805,436340,0
0,Graduate,1,884099,2112756,60,803,1871748,0
2,Graduate,1,342394,1370687,12,854,630294,0
0,Not Graduate,1,828537,997054,60,773,1631567,1
2,Not Graduate,1,599133,2173765,12,697,1307429,0
3,Graduate,1,816944,760682,240,785,1623575,1
0,Graduate,1,340224,529383,240,626,1111253,0
1,Graduate,1,827343,1116290,60,890,1990861,1
4,Graduate,1,360496,871158,240,668,1072983,1
1,Graduate,0,146202,1309677,36,708,485265,0
2,Graduate,1,2129753,473574,360,735,2458535,1
1,Graduate,1,898774,1341434,240,767,2101481,1
0,Not Graduate,0,71612,1273929,36,815,158516,0
0,Not Graduate,1,1402497,668872,240,643,680786,0
0,Graduate,1,237317,255173,60,609,106758,0
2,Graduate,0,109341,1868458,36,637,265087,0
0,Graduate,1,313491,161190,360,726,271830,0
1,Graduate,1,1474351,207377,360,767,2992933,1
1,Not Graduate,1,1325801,639232,360,762,3147201,1
1,Graduate,0,17659,50000,120,739,137002,1
2,Graduate,0,117923,2528051,360,736,670876,0
4,Not Graduate,0,191242,548362,60,803,139501,0
1,Not Graduate,1,3308425,2519278,36,782,8339659,1
2,Not Graduate,1,851455,3282229,12,589,1609431,0
2,Graduate,1,668749,462854,360,749,1476847,1
1,Graduate,1,483201,2081815,12,761,390479,0
3,Graduate,0,150567,187191,120,648,219481,0
0,Graduate,1,565473,833423,12,778,528328,0
0,Not Graduate,1,584949,336586,60,705,1338445,1
2,Graduate,1,899546,1084344,360,772,333281,1
1,Not Graduate,1,233635,1306122,36,600,317535,0
2,Graduate,1,602468,460511,360,618,537774,0
2,Not Graduate,1,1156606,931751,60,795,2262603,1
0,Graduate,1,1252193,1389849,240,778,2225055,1
2,Not Graduate,1,164743,652013,240,532,346955,0
1,Graduate,0,93092,6845077,12,695,297212,0
1,Graduate,1,598834,471116,120,505,1634724,0
1,Not Graduate,1,629065,2830195,120,879,1993451,0
3,Graduate,0,142402,1698729,360,664,514803,0
0,Graduate,1,2409324,84128,240,684,3714624,1
1,Not Graduate,1,840236,2404790,120,648,1677447,0
1,Graduate,1,214235,1581595,120,681,445489,0
2,Graduate,1,984767,605703,12,660,2272753,1
1,Graduate,1,960858,781424,360,811,1962370,1
0,Not Graduate,1,1939683,884511,60,695,2755285,1
0,Graduate,1,569349,2137844,60,661,799078,0
0,Graduate,1,736450,357511,36,746,1480325,1
2,Graduate,1,436155,2639242,60,544,206765,0
0,Graduate,1,1176858,182762,60,657,2712268,1
0,Graduate,1,389729,92954,12,690,1263789,1
3,Graduate,1,357041,978216,360,613,857341,0
0,Graduate,1,690908,1903159,12,755,300278,0
4,Graduate,1,273568,451538,360,704,320171,0
1,Graduate,1,2627924,56149,60,758,3276143,1
2,Graduate,1,3408604,121669,36,756,7583055,1
0,Graduate,0,52798,835916,60,832,387446,0
0,Graduate,1,240559,534958,360,627,479558,0
2,Graduate,1,954815,1951834,60,791,1618377,0
2,Graduate,1,495993,581243,240,665,564374,1
2,Graduate,1,1866816,257664,360,719,1716463,1
0,Graduate,1,388591,736070,36,748,845531,0
2,Graduate,0,198796,1491976,360,801,488100,0
2,Graduate,1,799062,2086992,60,717,1650308,0
1,Graduate,0,4715,483588,12,790,58752,0
2,Graduate,1,883847,578054,360,833,1664983,1
2,Not Graduate,1,1473021,1177933,60,678,2607176,1
1,Graduate,0,34790,255605,120,686,324906,1
0,Graduate,1,788452,1128921,240,640,1144282,0
1,Graduate,0,81734,428462,240,664,326708,0
0,Graduate,0,122106,501031,240,729,137695,0
1,Graduate,1,1682240,541813,36,697,3539537,1
1,Graduate,1,525209,615130,360,694,1296852,1
0,Not Graduate,1,660379,3662966,240,736,1397978,1
0,Graduate,1,2261132,338073,60,691,733479,1
0,Graduate,1,294532,355935,36,590,907956,0
2,Graduate,1,1182842,2296134,120,635,2786847,0
3,Graduate,1,466544,842973,12,743,1491439,1
0,Graduate,1,3025122,1164212,240,735,6957539,1
3,Graduate,1,767395,192865,60,638,1588205,0
1,Graduate,1,1999290,691372,36,656,4925505,1
0,Graduate,1,396700,1215147,360,651,633024,1
0,Not Graduate,1,268653,275303,360,682,460106,1
1,Graduate,1,604763,1013066,60,785,889587,1
2,Not Graduate,1,899997,440472,360,845,378193,1
2,Graduate,1,484762,283389,240,730,591030,1
0,Graduate,0,133341,1488368,12,838,309233,0
0,Not Graduate,1,616637,1686073,36,679,1367390,0
1,Graduate,1,137978,614601,60,740,221192,0
0,Not Graduate,1,1135120,848058,36,690,1425219,1
0,Graduate,1,360039,2032117,240,768,962136,1
0,Graduate,1,546189,363855,360,782,489408,1
2,Graduate,1,2526902,765727,240,662,5950212,1
3,Graduate,1,3012405,367198,120,803,4414313,1
1,Not Graduate,1,460286,195153,120,665,981459,1
3,Not Graduate,0,28651,364161,240,615,404927,0
0,Graduate,1,468916,175440,36,801,597758,1
1,Graduate,1,579836,826996,60,738,985370,1
0,Graduate,1,449270,249651,60,723,455328,1
1,Graduate,1,183601,133645,36,736,332642,1
